date,PRECTOT,PS,T2M,T2MDEW,T2MWET,TS,QV2M
2000-01-01,,,,,,,
2000-01-02,,,,,,,
2000-01-03,,,,,,,
2000-01-04,,,,,,,
2000-01-05,,,,,,,
2000-01-06,,,,,,,
2000-01-07,,,,,,,
2000-01-08,,,,,,,
2000-01-09,,,,,,,
2000-01-10,,,,,,,
2000-01-11,,,,,,,
2000-01-12,,,,,,,
2000-01-13,,,,,,,
2000-01-14,,,,,,,
2000-01-15,,,,,,,
2000-01-16,,,,,,,
2000-01-17,,,,,,,
2000-01-18,,,,,,,
2000-01-19,,,,,,,
2000-01-20,3.3884999999999996,100.76,10.631,6.890000000000001,6.913500000000001,10.3415,6.85
2000-01-21,3.3775,100.775,9.878,5.83,5.866,9.5985,6.472499999999999
2000-01-22,3.8165,100.7595,9.253,5.1535,5.191000000000001,8.981,6.173500000000001
2000-01-23,4.309,100.7455,8.809500000000002,4.777500000000001,4.815,8.5375,5.952
2000-01-24,3.5555,100.73949999999999,8.358500000000001,4.385,4.424,8.0955,5.8
2000-01-25,3.5555,100.6875,8.1265,4.1530000000000005,4.198,7.9325,5.755
2000-01-26,3.567,100.65950000000001,7.7620000000000005,3.7205,3.7784999999999997,7.661499999999999,5.667
2000-01-27,3.5784999999999996,100.6495,7.455500000000001,3.3920000000000003,3.4549999999999996,7.3755,5.59
2000-01-28,4.3065,100.672,7.0515,3.0805,3.1435,6.971500000000001,5.4805
2000-01-29,3.9165,100.7245,6.4185,2.4349999999999996,2.4985000000000004,6.339499999999999,5.1495
2000-01-30,2.8985,100.7825,5.854,1.9685,2.032,5.784,4.955
2000-01-31,2.832,100.8095,5.2665,1.3800000000000001,1.446,5.2490000000000006,4.764
2000-02-01,2.8235,100.83,4.718500000000001,0.7255,0.7930000000000001,4.6975,4.5125
2000-02-02,2.745,100.84049999999999,4.1645,0.15450000000000005,0.22400000000000006,4.1135,4.297
2000-02-03,2.745,100.7505,4.246,0.3020000000000001,0.36900000000000005,4.137,4.3405000000000005
2000-02-04,2.743,100.676,4.3100000000000005,0.3380000000000001,0.4055000000000001,4.2015,4.354
2000-02-05,2.716,100.6695,3.8945,-0.22849999999999993,-0.15749999999999992,3.7880000000000003,4.166
2000-02-06,2.596,100.69,3.3280000000000003,-1.0495,-0.974,3.1879999999999997,3.8574999999999995
2000-02-07,2.5405,100.73,2.916,-1.6815000000000002,-1.605,2.71,3.5799999999999996
2000-02-08,2.4455,100.78450000000001,2.8845,-1.815,-1.7384999999999997,2.6485,3.5140000000000002
2000-02-09,2.434,100.817,3.0075000000000003,-1.591,-1.5185,2.7115,3.563
2000-02-10,2.434,100.78200000000001,3.5440000000000005,-0.8749999999999998,-0.8145,3.2355000000000005,3.7690000000000006
2000-02-11,1.986,100.77000000000001,4.1145000000000005,-0.254,-0.19499999999999992,3.8020000000000005,4.037999999999999
2000-02-12,1.3365,100.78349999999999,4.432,-0.017499999999999894,0.04150000000000009,4.084,4.164499999999999
2000-02-13,1.775,100.766,5.134500000000001,0.8665,0.9235000000000001,4.776999999999999,4.5665
2000-02-14,1.864,100.758,5.916500000000001,1.8200000000000003,1.8664999999999998,5.545,4.892
2000-02-15,1.8519999999999999,100.7545,6.5785,2.6,2.6315,6.198,5.0975
2000-02-16,1.843,100.7325,7.337999999999999,3.535,3.56,6.923,5.4395
2000-02-17,1.091,100.70750000000001,8.122,4.2185,4.243,7.706,5.7325
2000-02-18,0.8455,100.682,8.898500000000002,4.9155,4.939500000000001,8.4845,6.09
2000-02-19,0.9,100.6765,9.388,5.2355,5.2595,8.975999999999999,6.2219999999999995
2000-02-20,0.9,100.70250000000001,9.702,5.449,5.472,9.297500000000001,6.274500000000001
2000-02-21,0.901,100.727,9.978,5.569000000000001,5.5925,9.5615,6.3055
2000-02-22,0.9189999999999999,100.732,10.374500000000001,5.9395,5.960500000000001,10.0015,6.411
2000-02-23,0.9189999999999999,100.763,10.807,6.396,6.415000000000001,10.495000000000001,6.572500000000001
2000-02-24,0.9189999999999999,100.78450000000001,11.3045,7.0265,7.0424999999999995,10.991,6.819
2000-02-25,0.9189999999999999,100.751,12.072,7.85,7.8625,11.754,7.127000000000001
2000-02-26,1.027,100.7105,12.774,8.727,8.735000000000001,12.5145,7.472499999999999
2000-02-27,2.2670000000000003,100.6845,13.1555,9.171,9.178,12.966999999999999,7.651000000000001
2000-02-28,2.2670000000000003,100.67949999999999,13.236500000000001,9.1925,9.2,13.0625,7.660000000000001
2000-02-29,2.2675,100.6745,13.413499999999999,9.389999999999999,9.3965,13.300999999999998,7.741499999999999
2000-03-01,2.2675,100.6905,13.715,9.7245,9.731,13.607499999999998,7.909000000000001
2000-03-02,2.307,100.7095,13.5685,9.354000000000001,9.361,13.456,7.716500000000001
2000-03-03,2.7045000000000003,100.69200000000001,13.503499999999999,9.211500000000001,9.2185,13.434000000000001,7.657499999999999
2000-03-04,2.23,100.69649999999999,13.257,8.801,8.8085,13.1965,7.416500000000001
2000-03-05,2.141,100.713,13.127500000000001,8.5275,8.5355,13.0185,7.273999999999999
2000-03-06,2.141,100.7115,13.399000000000001,8.511,8.52,13.126,7.2645
2000-03-07,2.138,100.7145,13.487,8.3505,8.3595,13.177000000000001,7.177
2000-03-08,2.1109999999999998,100.703,13.496500000000001,8.2925,8.3015,13.1765,7.135000000000001
2000-03-09,2.1350000000000002,100.6935,13.513499999999999,8.2905,8.2995,13.187000000000001,7.1370000000000005
2000-03-10,2.8735,100.65950000000001,13.892499999999998,8.8655,8.873999999999999,13.563500000000001,7.462999999999999
2000-03-11,3.1745,100.5865,14.332999999999998,9.416,9.423,13.993,7.7235
2000-03-12,3.1734999999999998,100.55499999999999,14.249500000000001,9.302000000000001,9.310500000000001,13.941500000000001,7.6934999999999985
2000-03-13,3.207,100.538,14.172,9.0895,9.1,13.8075,7.6274999999999995
2000-03-14,3.2079999999999997,100.52199999999999,14.062000000000001,8.9035,8.914,13.6935,7.5485
2000-03-15,3.2835,100.496,14.026999999999997,8.869,8.8795,13.66,7.536
2000-03-16,3.79,100.453,14.0585,9.04,9.050500000000001,13.6905,7.656000000000001
2000-03-17,3.7260000000000004,100.4485,13.928999999999998,8.825,8.836,13.565999999999999,7.534999999999999
2000-03-18,2.7405000000000004,100.4455,13.877500000000001,8.7475,8.7585,13.52,7.4955
2000-03-19,5.1165,100.384,13.995499999999998,9.139,9.149,13.6495,7.6884999999999994
2000-03-20,5.166500000000001,100.349,13.9035,9.122,9.132,13.550999999999998,7.678500000000001
2000-03-21,5.175000000000001,100.3605,13.722,8.872,8.881499999999999,13.374500000000001,7.544499999999999
2000-03-22,5.1715,100.3805,13.8655,9.114,9.1235,13.525,7.656000000000001
2000-03-23,4.7485,100.4245,13.9245,9.126999999999999,9.1365,13.575,7.635000000000001
2000-03-24,4.742,100.456,14.1695,9.355,9.364,13.812000000000001,7.749499999999999
2000-03-25,4.836,100.46400000000001,14.432000000000002,9.85,9.8585,14.129000000000001,8.018
2000-03-26,4.982000000000001,100.424,14.470500000000001,10.306000000000001,10.3135,14.322500000000002,8.258
2000-03-27,5.186000000000001,100.32950000000001,14.3565,10.4215,10.428999999999998,14.275,8.3295
2000-03-28,5.186000000000001,100.2585,14.261500000000002,10.296,10.3035,14.185500000000001,8.2755
2000-03-29,5.076500000000001,100.2295,14.0555,9.991,9.999,13.9905,8.094
2000-03-30,4.6160000000000005,100.19800000000001,14.050999999999998,9.9105,9.918000000000001,13.989499999999998,8.037
2000-03-31,4.322000000000001,100.205,14.163500000000003,9.947500000000002,9.955,14.1035,8.026
2000-04-01,4.7235,100.17699999999999,14.7945,10.783,10.787,14.7245,8.394000000000002
2000-04-02,6.445,100.132,15.358500000000001,11.7385,11.739999999999998,15.341999999999999,8.8945
2000-04-03,8.2265,100.077,15.776500000000002,12.4175,12.418499999999998,15.758500000000002,9.295
2000-04-04,8.214,100.0695,15.578,12.0985,12.1005,15.566000000000003,9.155
2000-04-05,7.7075000000000005,100.1045,15.258499999999998,11.499500000000001,11.5025,15.251500000000002,8.844
2000-04-06,7.664,100.09049999999999,15.292000000000002,11.561,11.5635,15.2845,8.8815
2000-04-07,7.417,100.0605,15.5245,11.844,11.8465,15.513,9.0315
2000-04-08,5.096,100.0955,15.419500000000003,11.485,11.4885,15.416500000000003,8.869
2000-04-09,5.0455,100.148,15.3215,11.185500000000001,11.190999999999999,15.310000000000002,8.761
2000-04-10,5.04,100.1565,15.357999999999999,11.066999999999998,11.073,15.294500000000003,8.713
2000-04-11,5.021,100.15599999999999,15.388000000000002,11.175,11.180499999999999,15.3025,8.779
2000-04-12,5.122,100.15799999999999,15.496,11.399,11.4045,15.4205,8.9185
2000-04-13,5.5175,100.1515,15.502,11.5285,11.533999999999999,15.4315,9.002
2000-04-14,5.6815,100.145,15.288999999999998,11.342,11.3475,15.224,8.881499999999999
2000-04-15,5.5395,100.1635,15.277000000000001,11.254999999999999,11.2605,15.197999999999999,8.826
2000-04-16,5.3385,100.234,15.495500000000002,11.4035,11.409,15.404500000000002,8.9055
2000-04-17,5.347499999999999,100.28099999999999,15.6625,11.601,11.6065,15.572999999999999,9.008
2000-04-18,5.2589999999999995,100.3035,15.6625,11.605500000000001,11.610499999999998,15.575,8.9985
2000-04-19,4.883,100.33349999999999,15.589500000000001,11.343,11.3485,15.4905,8.824
2000-04-20,4.952,100.3215,15.732,11.5185,11.524,15.631499999999999,8.939499999999999
2000-04-21,4.560499999999999,100.297,15.5755,11.2675,11.273,15.479,8.796
2000-04-22,2.799,100.28299999999999,15.285,10.6425,10.6485,15.147,8.411999999999999
2000-04-23,1.1285,100.27650000000001,15.124500000000001,10.239500000000001,10.246,14.954999999999998,8.137
2000-04-24,1.2570000000000001,100.2075,15.500500000000002,10.703,10.7085,15.325999999999999,8.373000000000001
2000-04-25,1.259,100.1665,15.728500000000002,11.008999999999999,11.014,15.560999999999998,8.501
2000-04-26,1.2605,100.1655,15.729,10.912,10.917,15.5585,8.447
2000-04-27,1.345,100.1645,15.666,10.7165,10.7215,15.485000000000003,8.34
2000-04-28,1.2945,100.1325,15.9195,11.031,11.035,15.726999999999999,8.470500000000001
2000-04-29,1.2945,100.09400000000001,16.3145,11.475,11.477,16.1375,8.65
2000-04-30,1.2915,100.0835,16.579,11.674000000000001,11.6755,16.424500000000002,8.736
2000-05-01,1.274,100.06550000000001,16.7535,11.6045,11.606,16.623,8.6945
2000-05-02,1.1885,100.04400000000001,16.9465,11.6595,11.661,16.7865,8.738499999999998
2000-05-03,0.797,100.04249999999999,17.29,11.7125,11.714,17.124000000000002,8.7775
2000-05-04,0.5455,100.051,17.7595,11.911,11.9125,17.583,8.9055
2000-05-05,0.5775,100.07000000000001,18.057,12.1105,12.111999999999998,17.9085,9.038499999999999
2000-05-06,0.5745,100.081,18.276500000000002,12.121500000000001,12.1235,18.1435,9.0465
2000-05-07,0.5655,100.0975,18.571,12.264,12.266000000000002,18.447,9.136500000000002
2000-05-08,0.5655,100.0985,18.9975,12.4575,12.4595,18.8765,9.251999999999999
2000-05-09,0.5675,100.0845,19.2635,12.6265,12.628499999999999,19.1675,9.362
2000-05-10,0.503,100.08399999999999,19.4615,12.7735,12.7755,19.383,9.475
2000-05-11,0.49349999999999994,100.089,19.977,13.1805,13.182500000000001,19.9095,9.741
2000-05-12,0.48250000000000004,100.0885,20.5905,13.760499999999999,13.762,20.580000000000002,10.0885
2000-05-13,0.378,100.109,20.9845,14.189499999999999,14.1905,21.025,10.3765
2000-05-14,0.1865,100.18350000000001,21.101999999999997,13.9255,13.927000000000001,21.1595,10.2215
2000-05-15,0.185,100.218,21.325000000000003,13.711499999999997,13.714500000000001,21.392500000000002,10.128499999999999
2000-05-16,0.183,100.221,21.713500000000003,13.8,13.802999999999997,21.7745,10.175
2000-05-17,0.0915,100.2355,22.1495,14.037,14.0405,22.2345,10.3095
2000-05-18,0.087,100.27000000000001,22.6165,14.260500000000002,14.264000000000001,22.720000000000002,10.450999999999999
2000-05-19,0.0885,100.2735,23.062,14.625,14.628499999999999,23.1555,10.686
2000-05-20,0.6819999999999999,100.2485,23.321,15.0785,15.081999999999999,23.4335,10.995000000000001
2000-05-21,1.0434999999999999,100.2245,23.535999999999998,15.449499999999997,15.453,23.6435,11.260499999999999
2000-05-22,1.0370000000000001,100.204,23.631,15.407499999999999,15.410999999999998,23.758499999999998,11.2325
2000-05-23,1.0325,100.162,23.7745,15.4255,15.428999999999998,23.9195,11.250499999999999
2000-05-24,1.0334999999999999,100.111,24.0055,15.5415,15.544999999999998,24.1705,11.349499999999999
2000-05-25,1.1475,100.063,24.273,15.733500000000001,15.736999999999998,24.438,11.523
2000-05-26,1.279,100.029,24.444,16.036,16.039,24.616,11.775
2000-05-27,1.569,100.012,24.644,16.276,16.279,24.819,11.9785
2000-05-28,1.7875,99.991,24.748,16.5295,16.5325,24.9205,12.1865
2000-05-29,1.7855,99.98949999999999,24.696499999999997,16.461,16.463500000000003,24.8715,12.136
2000-05-30,1.7749999999999997,100.00250000000001,24.6635,16.218,16.2205,24.8425,11.955
2000-05-31,1.7759999999999998,100.031,24.584,15.8845,15.8875,24.756,11.7235
2000-06-01,1.7760000000000002,100.06800000000001,24.6055,15.639499999999998,15.642499999999998,24.7455,11.5435
2000-06-02,1.7695,100.095,24.7935,15.4265,15.430000000000001,24.889000000000003,11.38
2000-06-03,1.7785,100.08500000000001,25.175500000000003,15.8085,15.812000000000001,25.2395,11.6085
2000-06-04,1.9549999999999996,100.063,25.557499999999997,16.472,16.4735,25.623,12.0065
2000-06-05,2.7299999999999995,100.0455,25.562,16.9565,16.958,25.6385,12.347
2000-06-06,2.7485,100.047,25.3755,16.853,16.854499999999998,25.455,12.29
2000-06-07,2.7485,100.05,25.19,16.58,16.582,25.262,12.119
2000-06-08,2.7485,100.057,25.113500000000002,16.323,16.325,25.209000000000003,11.9415
2000-06-09,2.1550000000000002,100.0765,25.2395,16.099,16.101,25.361,11.769
2000-06-10,1.7934999999999999,100.10499999999999,25.417,15.885500000000002,15.8875,25.549,11.6045
2000-06-11,1.7845,100.1375,25.627499999999998,15.816500000000001,15.8185,25.762999999999998,11.5535
2000-06-12,1.786,100.18350000000001,25.746,15.785,15.787,25.870500000000003,11.528
2000-06-13,1.8204999999999998,100.225,25.799500000000002,15.812999999999999,15.815000000000001,25.932,11.5435
2000-06-14,1.8059999999999998,100.255,25.775,15.728,15.73,25.923000000000002,11.4595
2000-06-15,1.8965,100.2595,25.726999999999997,15.703999999999999,15.706,25.8735,11.4355
2000-06-16,2.1689999999999996,100.264,25.549,15.756,15.758,25.688499999999998,11.4835
2000-06-17,2.148,100.304,25.5225,15.8495,15.851499999999998,25.660000000000004,11.552
2000-06-18,2.218,100.343,25.768,16.202,16.204,25.905,11.818999999999999
2000-06-19,2.4985000000000004,100.366,25.955000000000002,16.6085,16.6105,26.072000000000003,12.145500000000002
2000-06-20,2.5255,100.363,26.169,17.056,17.057499999999997,26.2865,12.4735
2000-06-21,2.536,100.346,26.266000000000002,17.427500000000002,17.429000000000002,26.419999999999998,12.7615
2000-06-22,2.6535,100.3265,26.223000000000003,17.762999999999998,17.764,26.415499999999998,13.032499999999999
2000-06-23,2.6470000000000002,100.3225,26.237000000000002,17.701999999999998,17.7025,26.444,12.995500000000002
2000-06-24,2.4775,100.3295,26.3565,17.5995,17.6,26.564,12.9155
2000-06-25,1.9240000000000002,100.3445,26.619,17.613,17.6135,26.829,12.9285
2000-06-26,2.073,100.342,26.931,17.959,17.959,27.1475,13.1715
2000-06-27,2.1825,100.328,27.240499999999997,18.411,18.4105,27.482499999999998,13.488500000000002
2000-06-28,2.423,100.308,27.411,18.8765,18.875999999999998,27.656,13.8495
2000-06-29,2.7039999999999997,100.276,27.407999999999998,19.18,19.1795,27.6475,14.097999999999999
2000-06-30,2.7035,100.25399999999999,27.3305,19.0995,19.099,27.5805,14.047999999999998
2000-07-01,2.7045000000000003,100.233,27.264500000000005,19.0405,19.04,27.532,14.012
2000-07-02,2.7025,100.21849999999999,27.258000000000003,18.881999999999998,18.8815,27.514,13.910999999999998
2000-07-03,2.6695,100.2215,27.288,18.8415,18.841,27.544500000000006,13.881
2000-07-04,2.5355,100.225,27.387999999999998,18.787,18.7865,27.641,13.838
2000-07-05,2.3135000000000003,100.232,27.589499999999997,18.6185,18.618,27.8565,13.693000000000001
2000-07-06,1.7510000000000001,100.2215,27.8885,18.321,18.321,28.172999999999995,13.4435
2000-07-07,1.581,100.188,28.1875,18.167499999999997,18.1675,28.491499999999995,13.318999999999999
2000-07-08,1.5605,100.164,28.3565,18.0975,18.098,28.672500000000003,13.263
2000-07-09,1.3385,100.1455,28.565500000000004,18.017,18.017500000000002,28.910999999999994,13.1905
2000-07-10,1.3350000000000002,100.13199999999999,28.679499999999997,18.056500000000003,18.057,29.0405,13.230500000000001
2000-07-11,1.339,100.121,28.805500000000002,18.092000000000002,18.092,29.1655,13.266499999999999
