timestamp,Glucose
1991-03-01 08:00:00,
1991-03-01 12:00:00,
1991-03-01 18:00:00,
1991-03-01 22:00:00,
1991-03-02 08:00:00,
1991-03-02 12:00:00,
1991-03-02 18:00:00,
1991-03-02 22:00:00,
1991-03-03 08:00:00,
1991-03-03 12:00:00,
1991-03-03 18:00:00,
1991-03-03 22:00:00,
1991-03-04 08:00:00,
1991-03-04 12:00:00,
1991-03-04 18:00:00,
1991-03-04 22:00:00,
1991-03-05 08:00:00,
1991-03-05 12:00:00,
1991-03-05 18:00:00,
1991-03-05 22:00:00,
1991-03-06 08:00:00,
1991-03-06 12:00:00,
1991-03-06 18:00:00,
1991-03-06 22:00:00,
1991-03-07 08:00:00,
1991-03-07 12:00:00,
1991-03-07 18:00:00,
1991-03-07 22:00:00,
1991-03-08 08:00:00,
1991-03-08 12:00:00,
1991-03-08 18:00:00,
1991-03-08 22:00:00,
1991-03-09 08:00:00,
1991-03-09 12:00:00,
1991-03-09 18:00:00,
1991-03-09 22:00:00,
1991-03-10 08:00:00,
1991-03-10 12:00:00,
1991-03-10 18:00:00,
1991-03-10 22:00:00,
1991-03-11 08:00:00,
1991-03-11 12:00:00,
1991-03-11 18:00:00,
1991-03-11 22:00:00,
1991-03-12 08:00:00,
1991-03-12 12:00:00,
1991-03-12 18:00:00,
1991-03-12 22:00:00,
1991-03-13 08:00:00,
1991-03-13 12:00:00,
1991-03-13 18:00:00,
1991-03-13 22:00:00,
1991-03-14 08:00:00,
1991-03-14 12:00:00,
1991-03-14 18:00:00,
1991-03-14 22:00:00,
1991-03-15 08:00:00,
1991-03-15 12:00:00,
1991-03-15 18:00:00,
1991-03-15 22:00:00,
1991-03-16 08:00:00,
1991-03-16 12:00:00,
1991-03-16 18:00:00,
1991-03-16 22:00:00,
1991-03-17 08:00:00,
1991-03-17 12:00:00,
1991-03-17 18:00:00,
1991-03-17 22:00:00,
1991-03-18 08:00:00,
1991-03-18 12:00:00,
1991-03-18 18:00:00,
1991-03-18 22:00:00,
1991-03-19 08:00:00,
1991-03-19 12:00:00,
1991-03-19 18:00:00,
1991-03-19 22:00:00,
1991-03-20 08:00:00,
1991-03-20 12:00:00,
1991-03-20 18:00:00,
1991-03-20 22:00:00,
1991-03-21 08:00:00,
1991-03-21 12:00:00,
1991-03-21 18:00:00,
1991-03-21 22:00:00,
1991-03-22 08:00:00,
1991-03-22 12:00:00,
1991-03-22 18:00:00,
1991-03-22 22:00:00,
1991-03-23 08:00:00,
1991-03-23 12:00:00,
1991-03-23 18:00:00,
1991-03-23 22:00:00,
1991-03-24 08:00:00,
1991-03-24 12:00:00,
1991-03-24 18:00:00,
1991-03-24 22:00:00,
1991-03-25 08:00:00,
1991-03-25 12:00:00,
1991-03-25 18:00:00,
1991-03-25 22:00:00,201.47
1991-03-26 08:00:00,200.27
1991-03-26 12:00:00,199.17
1991-03-26 18:00:00,199.41
1991-03-26 22:00:00,197.36
1991-03-27 08:00:00,195.31
1991-03-27 12:00:00,194.26
1991-03-27 18:00:00,194.08
1991-03-27 22:00:00,192.26
1991-03-28 08:00:00,190.14
1991-03-28 12:00:00,190.13
1991-03-28 18:00:00,190.34
1991-03-28 22:00:00,187.05
1991-03-29 08:00:00,184.22
1991-03-29 12:00:00,183.72
1991-03-29 18:00:00,183.92
1991-03-29 22:00:00,182.29
1991-03-30 08:00:00,179.99
1991-03-30 12:00:00,181.06
1991-03-30 18:00:00,182.63
1991-03-30 22:00:00,181.35
1991-03-31 08:00:00,180.82
1991-03-31 12:00:00,182.83
1991-03-31 18:00:00,182.88
1991-03-31 22:00:00,181.87
1991-04-01 08:00:00,179.74
1991-04-01 12:00:00,178.57
1991-04-01 18:00:00,178.91
1991-04-01 22:00:00,177.68
1991-04-02 08:00:00,175.37
1991-04-02 12:00:00,173.55
1991-04-02 18:00:00,174.14
1991-04-02 22:00:00,173.15
1991-04-03 08:00:00,171.02
1991-04-03 12:00:00,169.26
1991-04-03 18:00:00,168.07
1991-04-03 22:00:00,167.78
1991-04-04 08:00:00,166.71
1991-04-04 12:00:00,165.05
1991-04-04 18:00:00,165.99
1991-04-04 22:00:00,166.42
1991-04-05 08:00:00,165.98
1991-04-05 12:00:00,164.93
1991-04-05 18:00:00,166.08
1991-04-05 22:00:00,167.08
1991-04-06 08:00:00,164.78
1991-04-06 12:00:00,164.86
1991-04-06 18:00:00,164.9
1991-04-06 22:00:00,164.67
1991-04-07 08:00:00,161.83
1991-04-07 12:00:00,162.75
1991-04-07 18:00:00,163.69
1991-04-07 22:00:00,164.59
1991-04-08 08:00:00,162.57
1991-04-08 12:00:00,160.63
1991-04-08 18:00:00,160.15
1991-04-08 22:00:00,160.69
1991-04-09 08:00:00,157.59
1991-04-09 12:00:00,154.49
1991-04-09 18:00:00,153.55
1991-04-09 22:00:00,152.93
1991-04-10 08:00:00,151.85
1991-04-10 12:00:00,150.74
1991-04-10 18:00:00,150.89
1991-04-10 22:00:00,150.65
1991-04-11 08:00:00,150.76
1991-04-11 12:00:00,150.99
1991-04-11 18:00:00,150.9
1991-04-11 22:00:00,151.35
1991-04-12 08:00:00,149.45
1991-04-12 12:00:00,148.11
1991-04-12 18:00:00,148.26
1991-04-12 22:00:00,148.69
1991-04-13 08:00:00,149.05
1991-04-13 12:00:00,149.79
1991-04-13 18:00:00,150.28
1991-04-13 22:00:00,150.32
1991-04-14 08:00:00,150.72
1991-04-14 12:00:00,153.72
1991-04-14 18:00:00,152.41
1991-04-14 22:00:00,153.3
1991-04-15 08:00:00,152.13
1991-04-15 12:00:00,152.14
1991-04-15 18:00:00,150.65
1991-04-15 22:00:00,150.54
1991-04-16 08:00:00,150.89
1991-04-16 12:00:00,150.4
1991-04-16 18:00:00,149.72
1991-04-16 22:00:00,149.74
1991-04-17 08:00:00,148.6
1991-04-17 12:00:00,148.0
1991-04-17 18:00:00,147.09
1991-04-17 22:00:00,147.07
1991-04-18 08:00:00,145.72
1991-04-18 12:00:00,143.83
1991-04-18 18:00:00,143.13
1991-04-18 22:00:00,143.63
1991-04-19 08:00:00,143.75
1991-04-19 12:00:00,143.03
1991-04-19 18:00:00,142.8
1991-04-19 22:00:00,142.9
1991-04-20 08:00:00,143.17
1991-04-20 12:00:00,144.19
1991-04-20 18:00:00,144.45
1991-04-20 22:00:00,145.2
1991-04-21 08:00:00,146.39
1991-04-21 12:00:00,146.68
1991-04-21 18:00:00,147.79
1991-04-21 22:00:00,148.83
1991-04-22 08:00:00,150.34
1991-04-22 12:00:00,150.4
1991-04-22 18:00:00,151.11
1991-04-22 22:00:00,151.66
1991-04-23 08:00:00,152.84
1991-04-23 12:00:00,152.44
1991-04-23 18:00:00,152.44
1991-04-23 22:00:00,152.31
1991-04-24 08:00:00,153.42
1991-04-24 12:00:00,152.18
1991-04-24 18:00:00,151.16
1991-04-24 22:00:00,151.05
1991-04-25 08:00:00,152.1
1991-04-25 12:00:00,150.39
1991-04-25 18:00:00,149.76
1991-04-25 22:00:00,150.18
1991-04-26 08:00:00,151.72
1991-04-26 12:00:00,152.13
1991-04-26 18:00:00,152.34
1991-04-26 22:00:00,152.41
1991-04-27 08:00:00,153.41
1991-04-27 12:00:00,154.42
1991-04-27 18:00:00,152.88
1991-04-27 22:00:00,153.5
1991-04-28 08:00:00,154.94
1991-04-28 12:00:00,156.13
1991-04-28 18:00:00,156.66
1991-04-28 22:00:00,156.88
1991-04-29 08:00:00,158.57
1991-04-29 12:00:00,159.19
1991-04-29 18:00:00,158.28
1991-04-29 22:00:00,157.78
