timestamp,Glucose
1991-03-01,
1991-03-02,
1991-03-03,
1991-03-04,
1991-03-05,
1991-03-06,
1991-03-07,
1991-03-08,
1991-03-09,
1991-03-10,
1991-03-11,
1991-03-12,
1991-03-13,
1991-03-14,
1991-03-15,
1991-03-16,
1991-03-17,
1991-03-18,
1991-03-19,
1991-03-20,
1991-03-21,
1991-03-22,
1991-03-23,
1991-03-24,
1991-03-25,
1991-03-26,
1991-03-27,
1991-03-28,
1991-03-29,
1991-03-30,
1991-03-31,
1991-04-01,
1991-04-02,
1991-04-03,
1991-04-04,
1991-04-05,
1991-04-06,
1991-04-07,
1991-04-08,
1991-04-09,
1991-04-10,
1991-04-11,
1991-04-12,
1991-04-13,
1991-04-14,
1991-04-15,
1991-04-16,
1991-04-17,
1991-04-18,
1991-04-19,
1991-04-20,
1991-04-21,
1991-04-22,
1991-04-23,
1991-04-24,
1991-04-25,
1991-04-26,
1991-04-27,
1991-04-28,
1991-04-29,
1991-04-30,
1991-05-01,
1991-05-02,
1991-05-03,
1991-05-04,
1991-05-05,
1991-05-06,
1991-05-07,
1991-05-08,
1991-05-09,
1991-05-10,
1991-05-11,
1991-05-12,
1991-05-13,
1991-05-14,
1991-05-15,
1991-05-16,
1991-05-17,
1991-05-18,
1991-05-19,
1991-05-20,
1991-05-21,
1991-05-22,
1991-05-23,
1991-05-24,
1991-05-25,
1991-05-26,
1991-05-27,
1991-05-28,
1991-05-29,
1991-05-30,
1991-05-31,
1991-06-01,
1991-06-02,
1991-06-03,
1991-06-04,
1991-06-05,
1991-06-06,
1991-06-07,
1991-06-08,164.22
1991-06-09,164.445
1991-06-10,164.95
1991-06-11,164.3675
1991-06-12,163.4175
1991-06-13,163.04
1991-06-14,162.8525
1991-06-15,162.465
1991-06-16,161.3225
1991-06-17,160.0925
1991-06-18,159.4025
1991-06-19,159.25
1991-06-20,158.1175
1991-06-21,157.5625
1991-06-22,157.0925
1991-06-23,156.075
1991-06-24,155.825
1991-06-25,155.335
1991-06-26,154.4425
1991-06-27,154.0475
1991-06-28,154.04
1991-06-29,153.175
1991-06-30,152.73
1991-07-01,151.9725
1991-07-02,150.9175
1991-07-03,150.3925
1991-07-04,150.415
1991-07-05,150.375
1991-07-06,150.7275
1991-07-07,150.54
1991-07-08,150.39
1991-07-09,149.61
1991-07-10,150.14
1991-07-11,150.4525
1991-07-12,150.2375
1991-07-13,150.06
1991-07-14,149.995
1991-07-15,150.13
1991-07-16,150.275
1991-07-17,151.885
1991-07-18,152.8825
1991-07-19,153.3225
1991-07-20,153.135
1991-07-21,152.9425
1991-07-22,151.78
1991-07-23,150.2875
1991-07-24,150.495
1991-07-25,150.5025
1991-07-26,150.5675
1991-07-27,150.6725
