timestamp,Glucose
1991-03-01 08:00:00,
1991-03-01 12:00:00,
1991-03-01 18:00:00,-21.0
1991-03-01 22:00:00,298.0
1991-03-02 08:00:00,-222.0
1991-03-02 12:00:00,-21.0
1991-03-02 18:00:00,-123.0
1991-03-02 22:00:00,348.0
1991-03-03 08:00:00,-187.0
1991-03-03 12:00:00,-187.0
1991-03-03 18:00:00,151.0
1991-03-03 22:00:00,388.0
1991-03-04 08:00:00,-413.0
1991-03-04 12:00:00,-139.0
1991-03-04 18:00:00,161.0
1991-03-04 22:00:00,198.0
1991-03-05 08:00:00,-119.0
1991-03-05 12:00:00,-271.0
1991-03-05 18:00:00,186.0
1991-03-05 22:00:00,317.0
1991-03-06 08:00:00,-403.0
1991-03-06 12:00:00,6.0
1991-03-06 18:00:00,250.0
1991-03-06 22:00:00,-110.0
1991-03-07 08:00:00,85.0
1991-03-07 12:00:00,-223.0
1991-03-07 18:00:00,22.0
1991-03-07 22:00:00,235.0
1991-03-08 08:00:00,-47.0
1991-03-08 12:00:00,-162.0
1991-03-08 18:00:00,114.0
1991-03-08 22:00:00,-82.0
1991-03-09 08:00:00,126.0
1991-03-09 12:00:00,-137.0
1991-03-09 18:00:00,73.0
1991-03-09 22:00:00,-88.0
1991-03-10 08:00:00,71.0
1991-03-10 12:00:00,21.0
1991-03-10 18:00:00,-58.0
1991-03-10 22:00:00,15.0
1991-03-11 08:00:00,63.0
1991-03-11 12:00:00,-87.0
1991-03-11 18:00:00,27.0
1991-03-11 22:00:00,-36.0
1991-03-12 08:00:00,334.0
1991-03-12 12:00:00,-376.0
1991-03-12 18:00:00,10.0
1991-03-12 22:00:00,1.0
1991-03-13 08:00:00,332.0
1991-03-13 12:00:00,-385.0
1991-03-13 18:00:00,85.0
1991-03-13 22:00:00,-20.0
1991-03-14 08:00:00,321.0
1991-03-14 12:00:00,-337.0
1991-03-14 18:00:00,-32.0
1991-03-14 22:00:00,52.0
1991-03-15 08:00:00,395.0
1991-03-15 12:00:00,-361.0
1991-03-15 18:00:00,-91.0
1991-03-15 22:00:00,44.0
1991-03-16 08:00:00,96.0
1991-03-16 12:00:00,31.0
1991-03-16 18:00:00,-101.0
1991-03-16 22:00:00,29.0
1991-03-17 08:00:00,96.0
1991-03-17 12:00:00,-133.0
1991-03-17 18:00:00,117.0
1991-03-17 22:00:00,-139.0
1991-03-18 08:00:00,269.0
1991-03-18 12:00:00,-284.0
1991-03-18 18:00:00,66.0
1991-03-18 22:00:00,19.0
1991-03-19 08:00:00,24.0
1991-03-19 12:00:00,-3.0
1991-03-19 18:00:00,-31.0
1991-03-19 22:00:00,46.0
1991-03-20 08:00:00,-43.0
1991-03-20 12:00:00,-18.0
1991-03-20 18:00:00,131.0
1991-03-20 22:00:00,-178.0
1991-03-21 08:00:00,310.0
1991-03-21 12:00:00,-481.0
1991-03-21 18:00:00,478.0
1991-03-21 22:00:00,-332.0
1991-03-22 08:00:00,101.0
1991-03-22 12:00:00,-58.0
1991-03-22 18:00:00,232.0
1991-03-22 22:00:00,-324.0
1991-03-23 08:00:00,342.0
1991-03-23 12:00:00,-314.0
1991-03-23 18:00:00,186.0
1991-03-23 22:00:00,-164.0
1991-03-24 08:00:00,329.0
1991-03-24 12:00:00,-264.0
1991-03-24 18:00:00,-54.0
1991-03-24 22:00:00,49.0
1991-03-25 08:00:00,130.0
1991-03-25 12:00:00,-99.0
1991-03-25 18:00:00,17.0
1991-03-25 22:00:00,-22.0
1991-03-26 08:00:00,45.0
1991-03-26 12:00:00,-82.0
1991-03-26 18:00:00,103.0
1991-03-26 22:00:00,-65.0
1991-03-27 08:00:00,7.0
1991-03-27 12:00:00,79.0
1991-03-27 18:00:00,-136.0
1991-03-27 22:00:00,97.0
1991-03-28 08:00:00,-53.0
1991-03-28 12:00:00,54.0
1991-03-28 18:00:00,-38.0
1991-03-28 22:00:00,16.0
1991-03-29 08:00:00,-17.0
1991-03-29 12:00:00,48.0
1991-03-29 18:00:00,-2.0
1991-03-29 22:00:00,-55.0
1991-03-30 08:00:00,-3.0
1991-03-30 12:00:00,133.0
1991-03-30 18:00:00,-101.0
1991-03-30 22:00:00,-18.0
1991-03-31 08:00:00,-43.0
1991-03-31 12:00:00,185.0
1991-03-31 18:00:00,-200.0
1991-03-31 22:00:00,-20.0
1991-04-01 08:00:00,79.0
1991-04-01 12:00:00,-15.0
1991-04-01 18:00:00,77.0
1991-04-01 22:00:00,-73.0
1991-04-02 08:00:00,2.0
1991-04-02 12:00:00,-5.0
1991-04-02 18:00:00,306.0
1991-04-02 22:00:00,-481.0
1991-04-03 08:00:00,170.0
1991-04-03 12:00:00,14.0
1991-04-03 18:00:00,93.0
1991-04-03 22:00:00,-55.0
1991-04-04 08:00:00,-97.0
1991-04-04 12:00:00,40.0
1991-04-04 18:00:00,261.0
1991-04-04 22:00:00,-296.0
1991-04-05 08:00:00,27.0
1991-04-05 12:00:00,-61.0
1991-04-05 18:00:00,308.0
1991-04-05 22:00:00,-271.0
1991-04-06 08:00:00,19.0
1991-04-06 12:00:00,192.0
1991-04-06 18:00:00,-232.0
1991-04-06 22:00:00,-22.0
1991-04-07 08:00:00,98.0
1991-04-07 12:00:00,252.0
1991-04-07 18:00:00,-289.0
1991-04-07 22:00:00,-26.0
1991-04-08 08:00:00,33.0
1991-04-08 12:00:00,-37.0
1991-04-08 18:00:00,106.0
1991-04-08 22:00:00,8.0
1991-04-09 08:00:00,-71.0
1991-04-09 12:00:00,3.0
1991-04-09 18:00:00,125.0
1991-04-09 22:00:00,-140.0
1991-04-10 08:00:00,18.0
1991-04-10 12:00:00,74.0
1991-04-10 18:00:00,28.0
1991-04-10 22:00:00,-136.0
1991-04-11 08:00:00,170.0
1991-04-11 12:00:00,-156.0
1991-04-11 18:00:00,73.0
1991-04-11 22:00:00,-53.0
1991-04-12 08:00:00,-20.0
1991-04-12 12:00:00,7.0
1991-04-12 18:00:00,159.0
1991-04-12 22:00:00,-102.0
1991-04-13 08:00:00,-11.0
1991-04-13 12:00:00,42.0
1991-04-13 18:00:00,-94.0
1991-04-13 22:00:00,26.0
1991-04-14 08:00:00,38.0
1991-04-14 12:00:00,206.0
1991-04-14 18:00:00,-560.0
1991-04-14 22:00:00,473.0
1991-04-15 08:00:00,-116.0
1991-04-15 12:00:00,-157.0
1991-04-15 18:00:00,210.0
1991-04-15 22:00:00,-44.0
1991-04-16 08:00:00,9.0
1991-04-16 12:00:00,-188.0
1991-04-16 18:00:00,297.0
1991-04-16 22:00:00,-235.0
1991-04-17 08:00:00,156.0
1991-04-17 12:00:00,-144.0
1991-04-17 18:00:00,101.0
1991-04-17 22:00:00,-44.0
1991-04-18 08:00:00,107.0
1991-04-18 12:00:00,-185.0
1991-04-18 18:00:00,119.0
1991-04-18 22:00:00,50.0
1991-04-19 08:00:00,-28.0
1991-04-19 12:00:00,-145.0
1991-04-19 18:00:00,150.0
1991-04-19 22:00:00,-38.0
1991-04-20 08:00:00,29.0
1991-04-20 12:00:00,-24.0
1991-04-20 18:00:00,-48.0
1991-04-20 22:00:00,60.0
1991-04-21 08:00:00,2.0
1991-04-21 12:00:00,-55.0
1991-04-21 18:00:00,36.0
1991-04-21 22:00:00,8.0
1991-04-22 08:00:00,1.0
1991-04-22 12:00:00,-138.0
1991-04-22 18:00:00,172.0
1991-04-22 22:00:00,-65.0
1991-04-23 08:00:00,62.0
1991-04-23 12:00:00,-173.0
1991-04-23 18:00:00,196.0
1991-04-23 22:00:00,-108.0
1991-04-24 08:00:00,134.0
