timestamp,Glucose
1991-03-01,
1991-03-02,
1991-03-03,
1991-03-04,
1991-03-05,
1991-03-06,
1991-03-07,
1991-03-08,
1991-03-09,
1991-03-10,216.2
1991-03-11,208.55
1991-03-12,208.6
1991-03-13,207.85
1991-03-14,205.425
1991-03-15,215.375
1991-03-16,217.175
1991-03-17,214.95
1991-03-18,210.425
1991-03-19,200.875
1991-03-20,194.875
1991-03-21,200.9
1991-03-22,192.225
1991-03-23,188.7
1991-03-24,189.075
1991-03-25,176.525
1991-03-26,171.875
1991-03-27,166.45
1991-03-28,155.175
1991-03-29,150.575
1991-03-30,154.075
1991-03-31,149.575
1991-04-01,142.625
1991-04-02,138.35
1991-04-03,129.225
1991-04-04,128.575
1991-04-05,132.85
1991-04-06,139.625
1991-04-07,151.7
1991-04-08,151.425
1991-04-09,144.325
1991-04-10,139.125
1991-04-11,149.125
1991-04-12,149.275
1991-04-13,157.225
1991-04-14,162.075
1991-04-15,159.55
1991-04-16,154.9
1991-04-17,144.9
1991-04-18,146.425
1991-04-19,151.45
1991-04-20,158.25
1991-04-21,160.15
1991-04-22,162.6
1991-04-23,155.55
1991-04-24,148.45
1991-04-25,148.675
1991-04-26,149.3
1991-04-27,154.425
1991-04-28,162.35
1991-04-29,165.775
1991-04-30,164.45
1991-05-01,158.825
1991-05-02,153.825
1991-05-03,151.75
1991-05-04,154.75
1991-05-05,155.175
1991-05-06,150.15
1991-05-07,150.775
1991-05-08,141.8
1991-05-09,135.9
1991-05-10,130.35
1991-05-11,130.25
1991-05-12,136.425
1991-05-13,143.15
1991-05-14,144.0
1991-05-15,146.875
1991-05-16,153.275
1991-05-17,150.25
1991-05-18,156.6
1991-05-19,159.55
1991-05-20,166.7
1991-05-21,170.925
1991-05-22,173.35
1991-05-23,174.425
1991-05-24,171.675
1991-05-25,164.95
1991-05-26,160.425
1991-05-27,155.375
1991-05-28,148.4
1991-05-29,143.725
1991-05-30,144.425
1991-05-31,143.75
1991-06-01,137.75
1991-06-02,128.975
1991-06-03,130.225
1991-06-04,138.2
1991-06-05,143.825
1991-06-06,154.475
1991-06-07,166.525
1991-06-08,176.325
1991-06-09,182.125
1991-06-10,193.025
1991-06-11,195.55
1991-06-12,199.375
1991-06-13,198.75
1991-06-14,193.2
1991-06-15,191.75
1991-06-16,185.725
1991-06-17,175.95
1991-06-18,168.025
1991-06-19,156.6
1991-06-20,140.275
1991-06-21,139.8
1991-06-22,142.175
1991-06-23,145.725
1991-06-24,146.9
1991-06-25,143.65
1991-06-26,141.625
1991-06-27,140.425
1991-06-28,141.25
1991-06-29,140.15
1991-06-30,138.35
1991-07-01,132.8
1991-07-02,127.325
1991-07-03,119.7
1991-07-04,117.775
1991-07-05,116.85
1991-07-06,118.025
1991-07-07,115.5
1991-07-08,117.575
1991-07-09,113.925
1991-07-10,116.725
1991-07-11,123.15
1991-07-12,122.425
1991-07-13,125.25
1991-07-14,128.65
1991-07-15,137.175
1991-07-16,147.175
1991-07-17,164.875
1991-07-18,169.25
1991-07-19,176.25
1991-07-20,179.075
1991-07-21,174.175
1991-07-22,172.65
1991-07-23,164.35
1991-07-24,164.55
1991-07-25,158.625
1991-07-26,147.825
1991-07-27,134.3
