timestamp,Glucose
1991-03-01,231.75
1991-03-02,241.75
1991-03-03,221.75
1991-03-04,230.25
1991-03-05,192.25
1991-03-06,157.5
1991-03-07,190.75
1991-03-08,249.5
1991-03-09,252.75
1991-03-10,193.75
1991-03-11,155.25
1991-03-12,242.25
1991-03-13,214.25
1991-03-14,206.0
1991-03-15,291.75
1991-03-16,175.5
1991-03-17,168.5
1991-03-18,204.25
1991-03-19,157.25
1991-03-20,133.75
1991-03-21,215.5
1991-03-22,155.5
1991-03-23,179.0
1991-03-24,209.75
1991-03-25,166.25
1991-03-26,129.0
1991-03-27,114.25
1991-03-28,91.5
1991-03-29,111.25
1991-03-30,168.75
1991-03-31,170.5
1991-04-01,86.0
1991-04-02,136.25
1991-04-03,118.5
1991-04-04,159.75
1991-04-05,171.75
1991-04-06,182.0
1991-04-07,212.25
1991-04-08,108.5
1991-04-09,97.75
1991-04-10,118.5
1991-04-11,186.0
1991-04-12,137.75
1991-04-13,198.0
1991-04-14,208.25
1991-04-15,146.5
1991-04-16,135.5
1991-04-17,112.25
1991-04-18,123.75
1991-04-19,148.0
1991-04-20,186.5
1991-04-21,205.0
1991-04-22,162.25
1991-04-23,127.5
1991-04-24,137.25
1991-04-25,148.75
1991-04-26,141.75
1991-04-27,163.5
1991-04-28,203.0
1991-04-29,182.25
1991-04-30,173.25
1991-05-01,148.75
1991-05-02,112.25
1991-05-03,106.75
1991-05-04,167.25
1991-05-05,153.0
1991-05-06,91.5
1991-05-07,169.75
1991-05-08,113.25
1991-05-09,123.25
1991-05-10,117.75
1991-05-11,147.75
1991-05-12,174.0
1991-05-13,174.0
1991-05-14,175.75
1991-05-15,181.75
1991-05-16,155.5
1991-05-17,139.5
1991-05-18,176.75
1991-05-19,152.75
1991-05-20,189.25
1991-05-21,190.0
1991-05-22,198.25
1991-05-23,184.75
1991-05-24,148.25
1991-05-25,114.5
1991-05-26,110.25
1991-05-27,89.0
1991-05-28,107.0
1991-05-29,106.0
1991-05-30,196.25
1991-05-31,183.25
1991-06-01,138.25
1991-06-02,97.0
1991-06-03,160.75
1991-06-04,194.25
1991-06-05,166.5
1991-06-06,195.5
1991-06-07,227.5
1991-06-08,204.0
1991-06-09,254.25
1991-06-10,292.25
1991-06-11,163.5
1991-06-12,135.25
1991-06-13,154.5
1991-06-14,138.75
1991-06-15,152.0
1991-06-16,135.25
1991-06-17,129.75
1991-06-18,124.75
1991-06-19,140.0
1991-06-20,129.0
1991-06-21,158.75
1991-06-22,159.0
1991-06-23,190.0
1991-06-24,150.5
1991-06-25,119.5
1991-06-26,115.0
1991-06-27,117.75
1991-06-28,133.0
1991-06-29,129.0
1991-06-30,111.0
1991-07-01,103.25
1991-07-02,104.25
1991-07-03,113.75
1991-07-04,131.25
1991-07-05,110.25
1991-07-06,126.75
1991-07-07,92.5
1991-07-08,153.75
1991-07-09,92.5
1991-07-10,139.0
1991-07-11,167.5
1991-07-12,97.0
1991-07-13,142.0
1991-07-14,165.25
1991-07-15,195.5
1991-07-16,226.75
1991-07-17,269.5
1991-07-18,197.5
1991-07-19,162.5
1991-07-20,167.25
1991-07-21,118.5
1991-07-22,81.75
1991-07-23,59.0
1991-07-24,167.25
1991-07-25,136.25
1991-07-26,118.75
1991-07-27,134.25
